E =  146.950 MeV, Wt = 1.0, Sc = 1.0
 55.480    2.382600    0.026000
 50.700    2.199200    0.025800
 45.570    1.979700    0.026100
 39.940    1.707300    0.025900
 33.560    1.456900    0.026400
 25.840    1.098900    0.027300
 14.840    0.904900    0.052300
-------------------------------------
E =  703.630 MeV, Wt = 1.0, Sc = 1.0
165.160    1.152000    0.025400
154.160    1.241800    0.020400
146.440    1.424200    0.021000
140.060    1.679000    0.022800
134.430    1.941400    0.024500
129.300    2.243900    0.026100
124.520    2.542800    0.027600
120.000    2.882500    0.029500
115.680    3.059400    0.030200
111.510    3.253900    0.031200
107.460    3.507000    0.032700
103.490    3.544600    0.032700
 99.590    3.649600    0.033200
 95.740    3.704500    0.033600
 91.910    3.678200    0.033300
 88.090    3.690400    0.033400
 84.260    3.641600    0.033100
 80.410    3.514300    0.032400
 76.510    3.392200    0.031600
 72.540    3.219400    0.030600
 68.490    3.063500    0.029800
 64.320    2.896500    0.028800
 60.000    2.680900    0.027600
 55.480    2.479300    0.026800
 50.700    2.325500    0.026800
 45.570    2.097400    0.027000
 39.940    1.823100    0.027100
 33.560    1.535300    0.027200
 25.840    1.200700    0.028300
 14.840    0.997300    0.053000
-------------------------------------
E =  712.290 MeV, Wt = 1.0, Sc = 1.0
165.160    1.361500    0.026900
154.160    1.499600    0.022000
146.440    1.678000    0.022500
140.060    1.926600    0.024200
134.430    2.155600    0.025600
129.300    2.447300    0.027000
124.520    2.743100    0.028400
120.000    3.045100    0.030100
115.680    3.246900    0.031000
111.510    3.474500    0.032200
107.460    3.608600    0.032800
103.490    3.818700    0.034000
 99.590    3.901300    0.034300
 95.740    3.946100    0.034500
 91.910    3.953000    0.034500
 88.090    3.872800    0.034000
 84.260    3.853700    0.034000
 80.410    3.743900    0.033300
 76.510    3.624900    0.032600
 72.540    3.515000    0.032100
 68.490    3.291400    0.030800
 64.320    3.159900    0.030000
 60.000    2.912100    0.028700
 55.480    2.750100    0.028200
 50.700    2.553100    0.028000
 45.570    2.303100    0.028200
 39.940    1.999500    0.028100
 33.560    1.700300    0.027900
 25.840    1.305600    0.028800
 14.840    1.058300    0.052300
-------------------------------------
E =  716.620 MeV, Wt = 1.0, Sc = 1.0
165.160    1.455800    0.027300
154.160    1.547900    0.022000
146.440    1.748800    0.022700
140.060    2.012300    0.024400
134.430    2.214700    0.025600
129.300    2.478600    0.026800
124.520    2.809700    0.028400
120.000    3.070000    0.029800
115.680    3.274600    0.030800
111.510    3.488800    0.031800
107.460    3.705600    0.033000
103.490    3.837500    0.033700
 99.590    3.885100    0.033800
 95.740    4.034000    0.034600
 91.910    4.005100    0.034400
 88.090    3.923000    0.033900
 84.260    3.960800    0.034200
 80.410    3.859400    0.033600
 76.510    3.694800    0.032700
 72.540    3.567300    0.031900
 68.490    3.407400    0.031100
 64.320    3.224700    0.030000
 60.000    2.988300    0.028800
 55.480    2.859200    0.028600
 50.700    2.643200    0.028200
 45.570    2.385100    0.028300
 39.940    2.054000    0.028100
 33.560    1.740400    0.027900
 25.840    1.350200    0.029100
 14.840    1.090900    0.052800
-------------------------------------
E =  720.940 MeV, Wt = 1.0, Sc = 1.0
165.160    1.520300    0.029900
154.160    1.605100    0.024000
146.440    1.799600    0.024600
140.060    2.049700    0.026100
134.430    2.294000    0.027700
129.300    2.539400    0.028900
124.520    2.794800    0.030100
120.000    3.081100    0.031600
115.680    3.319700    0.032800
111.510    3.513200    0.033700
107.460    3.648700    0.034400
103.490    3.856200    0.035500
 99.590    3.946000    0.035900
 95.740    4.020900    0.036300
 91.910    4.013800    0.036200
 88.090    4.000400    0.036100
 84.260    3.960700    0.036000
 80.410    3.916700    0.035700
 76.510    3.740300    0.034700
 72.540    3.629500    0.034100
 68.490    3.479200    0.033200
 64.320    3.271200    0.032000
 60.000    3.097500    0.031200
 55.480    2.890900    0.030600
 50.700    2.664700    0.030200
 45.570    2.409500    0.030300
 39.940    2.108100    0.030400
 33.560    1.773400    0.030200
 25.840    1.454600    0.032300
 14.840    1.113100    0.058700
-------------------------------------
E =  725.260 MeV, Wt = 1.0, Sc = 1.0
165.160    1.575100    0.029100
154.160    1.685500    0.023700
146.440    1.839600    0.023900
140.060    2.048400    0.025300
134.430    2.270700    0.026700
129.300    2.542900    0.028000
124.520    2.806400    0.029200
120.000    3.125200    0.030900
115.680    3.335500    0.031900
111.510    3.536100    0.032900
107.460    3.687400    0.033600
103.490    3.893800    0.034700
 99.590    3.965000    0.034900
 95.740    4.033500    0.035300
 91.910    4.082000    0.035600
 88.090    4.111900    0.035700
 84.260    4.066500    0.035600
 80.410    3.916500    0.034700
 76.510    3.815000    0.034100
 72.540    3.702900    0.033500
 68.490    3.545100    0.032600
 64.320    3.333500    0.031400
 60.000    3.137400    0.030500
 55.480    2.929300    0.029900
 50.700    2.740200    0.029800
 45.570    2.455000    0.029700
 39.940    2.125000    0.029500
 33.560    1.837900    0.029600
 25.840    1.486900    0.031200
 14.840    1.096600    0.055300
-------------------------------------
E =  729.580 MeV, Wt = 1.0, Sc = 1.0
165.160    1.649500    0.029800
154.160    1.770100    0.024400
146.440    1.907200    0.024400
140.060    2.121600    0.025700
134.430    2.266400    0.026700
129.300    2.596000    0.028400
124.520    2.877000    0.029700
120.000    3.110500    0.030900
115.680    3.391900    0.032300
111.510    3.595100    0.033200
107.460    3.744000    0.033900
103.490    3.893300    0.034700
 99.590    3.998900    0.035200
 95.740    4.077500    0.035600
 91.910    4.158700    0.036100
 88.090    4.112700    0.035800
 84.260    4.116700    0.035900
 80.410    4.024700    0.035300
 76.510    3.877300    0.034600
 72.540    3.731100    0.033700
 68.490    3.593600    0.033000
 64.320    3.378700    0.031800
 60.000    3.148800    0.030700
 55.480    3.030400    0.030700
 50.700    2.759500    0.030000
 45.570    2.534300    0.030400
 39.940    2.207600    0.030200
 33.560    1.892500    0.030100
 25.840    1.478300    0.031300
 14.840    1.125600    0.055800
-------------------------------------
E =  733.900 MeV, Wt = 1.0, Sc = 1.0
165.160    1.657400    0.036300
154.160    1.743600    0.028700
146.440    1.925700    0.029200
140.060    2.132800    0.030600
134.430    2.338800    0.032100
129.300    2.584300    0.033200
124.520    2.934700    0.035100
120.000    3.220400    0.036600
115.680    3.431200    0.037600
111.510    3.662100    0.038800
107.460    3.834600    0.039600
103.490    3.927800    0.040100
 99.590    4.021700    0.040500
 95.740    4.109600    0.041000
 91.910    4.232800    0.041700
 88.090    4.144100    0.041100
 84.260    4.121400    0.041200
 80.410    4.021200    0.040500
 76.510    3.933800    0.040000
 72.540    3.764100    0.039000
 68.490    3.649700    0.038400
 64.320    3.454400    0.037200
 60.000    3.189200    0.035900
 55.480    3.047900    0.035900
 50.700    2.777000    0.035400
 45.570    2.542100    0.036100
 39.940    2.220900    0.036200
 33.560    1.865300    0.035900
 25.840    1.470200    0.037700
 14.840    1.222600    0.071400
-------------------------------------
E =  738.110 MeV, Wt = 1.0, Sc = 1.0
165.160    1.743200    0.036400
154.160    1.796100    0.028800
146.440    2.023100    0.029400
140.060    2.185300    0.030400
134.430    2.376400    0.031800
129.300    2.678800    0.033400
124.520    2.898200    0.034300
120.000    3.191000    0.035900
115.680    3.455800    0.037300
111.510    3.596800    0.037800
107.460    3.790700    0.038800
103.490    3.991700    0.039900
 99.590    4.060300    0.040200
 95.740    4.105200    0.040400
 91.910    4.214000    0.041000
 88.090    4.184700    0.040900
 84.260    4.213500    0.041200
 80.410    4.108500    0.040500
 76.510    3.986000    0.039900
 72.540    3.780700    0.038600
 68.490    3.669600    0.038000
 64.320    3.459100    0.036700
 60.000    3.238700    0.035700
 55.480    3.059900    0.035500
 50.700    2.831200    0.035300
 45.570    2.526200    0.035500
 39.940    2.277300    0.036000
 33.560    1.920400    0.035900
 25.840    1.467900    0.037300
 14.840    1.131200    0.067600
-------------------------------------
E =  742.510 MeV, Wt = 1.0, Sc = 1.0
165.160    1.741900    0.030100
154.160    1.847700    0.024600
146.440    2.013500    0.024800
140.060    2.199600    0.025900
134.430    2.451600    0.027600
129.300    2.623800    0.028200
124.520    2.989400    0.030100
120.000    3.140500    0.030700
115.680    3.383600    0.031900
111.510    3.676000    0.033400
107.460    3.789300    0.033800
103.490    3.972800    0.034800
 99.590    4.040300    0.035100
 95.740    4.145700    0.035600
 91.910    4.221300    0.036100
 88.090    4.203400    0.036000
 84.260    4.223000    0.036200
 80.410    4.066100    0.035300
 76.510    3.962400    0.034800
 72.540    3.860800    0.034200
 68.490    3.635400    0.032900
 64.320    3.460900    0.031900
 60.000    3.217200    0.030800
 55.480    3.067000    0.030700
 50.700    2.759700    0.029700
 45.570    2.562100    0.030400
 39.940    2.249400    0.030300
 33.560    1.909600    0.029800
 25.840    1.459700    0.030600
 14.840    1.136100    0.055500
-------------------------------------
E =  746.800 MeV, Wt = 1.0, Sc = 1.0
165.160    1.714600    0.033400
154.160    1.823100    0.026900
146.440    2.024400    0.027400
140.060    2.191600    0.028400
134.430    2.410400    0.029900
129.300    2.687100    0.031300
124.520    2.982300    0.032700
120.000    3.170400    0.033500
115.680    3.398900    0.034700
111.510    3.619200    0.035700
107.460    3.837600    0.036800
103.490    4.009000    0.037800
 99.590    4.056200    0.037900
 95.740    4.136900    0.038300
 91.910    4.220300    0.038800
 88.090    4.205800    0.038700
 84.260    4.159900    0.038600
 80.410    4.086700    0.038100
 76.510    4.020100    0.037800
 72.540    3.861900    0.036900
 68.490    3.640100    0.035500
 64.320    3.461000    0.034600
 60.000    3.231200    0.033600
 55.480    3.043500    0.033300
 50.700    2.765700    0.032700
 45.570    2.585400    0.033700
 39.940    2.248900    0.033600
 33.560    1.902300    0.033000
 25.840    1.395200    0.033400
 14.840    1.091800    0.061400
-------------------------------------
E =  751.100 MeV, Wt = 1.0, Sc = 1.0
165.160    1.743500    0.033400
154.160    1.942100    0.027500
146.440    2.114200    0.027900
140.060    2.244500    0.028600
134.430    2.489000    0.030400
129.300    2.674400    0.031200
124.520    2.926800    0.032300
120.000    3.155600    0.033400
115.680    3.424800    0.034700
111.510    3.671100    0.035900
107.460    3.773900    0.036300
103.490    3.967100    0.037400
 99.590    4.044600    0.037700
 95.740    4.120000    0.038000
 91.910    4.207000    0.038600
 88.090    4.224000    0.038700
 84.260    4.179600    0.038500
 80.410    4.119300    0.038300
 76.510    3.887800    0.036900
 72.540    3.789900    0.036300
 68.490    3.658900    0.035600
 64.320    3.459300    0.034600
 60.000    3.276800    0.033900
 55.480    3.060400    0.033500
 50.700    2.814700    0.033200
 45.570    2.627300    0.034200
 39.940    2.209400    0.033400
 33.560    1.884900    0.032600
 25.840    1.481600    0.034400
 14.840    0.992600    0.060100
-------------------------------------
E =  755.390 MeV, Wt = 1.0, Sc = 1.0
165.160    1.744000    0.033000
154.160    1.909900    0.027100
146.440    2.086700    0.027400
140.060    2.291000    0.028700
134.430    2.466600    0.030000
129.300    2.715200    0.031200
124.520    3.000300    0.032500
120.000    3.199900    0.033400
115.680    3.409400    0.034300
111.510    3.607800    0.035300
107.460    3.806100    0.036300
103.490    3.968300    0.037100
 99.590    4.079800    0.037700
 95.740    4.105200    0.037700
 91.910    4.203100    0.038400
 88.090    4.133600    0.038000
 84.260    4.165900    0.038200
 80.410    4.038100    0.037500
 76.510    3.964400    0.037100
 72.540    3.815700    0.036300
 68.490    3.607600    0.035000
 64.320    3.409900    0.034000
 60.000    3.217900    0.033300
 55.480    3.004100    0.032900
 50.700    2.781400    0.032700
 45.570    2.495400    0.033000
 39.940    2.214100    0.033200
 33.560    1.884300    0.032200
 25.840    1.410200    0.033400
 14.840    1.156000    0.062900
-------------------------------------
E =  759.680 MeV, Wt = 1.0, Sc = 1.0
165.160    1.789500    0.032500
154.160    1.968700    0.026900
146.440    2.098500    0.026800
140.060    2.371600    0.028500
134.430    2.474300    0.029300
129.300    2.678300    0.030300
124.520    2.975400    0.031700
120.000    3.175600    0.032500
115.680    3.425700    0.033800
111.510    3.617200    0.034700
107.460    3.779500    0.035400
103.490    3.866500    0.035700
 99.590    4.001900    0.036500
 95.740    4.090300    0.036900
 91.910    4.075500    0.036900
 88.090    4.125300    0.037300
 84.260    4.140500    0.037300
 80.410    3.994000    0.036600
 76.510    3.930500    0.036300
 72.540    3.747200    0.035200
 68.490    3.565700    0.034100
 64.320    3.374800    0.033200
 60.000    3.193700    0.032500
 55.480    3.011900    0.032400
 50.700    2.747400    0.032100
 45.570    2.506000    0.032700
 39.940    2.145500    0.032000
 33.560    1.792900    0.030700
 25.840    1.438000    0.032700
 14.840    0.943200    0.057700
-------------------------------------
E =  763.970 MeV, Wt = 1.0, Sc = 1.0
165.160    1.809200    0.032500
154.160    2.048300    0.027300
146.440    2.159400    0.027100
140.060    2.345700    0.028300
134.430    2.548500    0.029800
129.300    2.713700    0.030400
124.520    2.940500    0.031400
120.000    3.196800    0.032600
115.680    3.385700    0.033400
111.510    3.550700    0.034100
107.460    3.734400    0.035100
103.490    3.869000    0.035700
 99.590    3.978900    0.036300
 95.740    4.042500    0.036500
 91.910    4.090700    0.036900
 88.090    4.024300    0.036500
 84.260    4.017600    0.036500
 80.410    4.016400    0.036700
 76.510    3.846900    0.035600
 72.540    3.757200    0.035200
 68.490    3.571800    0.034100
 64.320    3.335300    0.032900
 60.000    3.149300    0.032200
 55.480    2.976600    0.032200
 50.700    2.702500    0.031800
 45.570    2.455300    0.032300
